VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,population
CICDTBLS,Tuberculosis,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,20,
CICDTBLS,Tuberculosis,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,32,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,43521,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,44042,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,44669,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,44156,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,44808,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,45718,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,46976,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,46556,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,46657,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,46990,
CICDNEOP,Neoplasms,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,47089,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,1450,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,1419,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,1361,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,1340,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,1305,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,1290,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,1239,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,1246,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,1108,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,1229,
CICDSTOM,Malignant neoplasms of stomach,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,1150,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,2481,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,2529,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,2568,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,2454,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,2684,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,2694,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,2830,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,2865,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,2892,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,3005,
CICDPANC,Malignant neoplasms of pancreas,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,2942,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,722,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,754,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,839,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,759,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,890,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,949,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,1096,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,1120,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,1116,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,1139,
CICDLIVR,Malignant neoplasms of liver,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,1268,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,72,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,93,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,79,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,73,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,81,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,70,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,76,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,69,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,72,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,87,
CICDHODG,Hodgkins disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,68,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,1218,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,1247,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,1276,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,1284,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,1241,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,1316,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,1390,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,1397,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,1358,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,1405,
CICDLEUK,Leukemia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,1385,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,1228,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,1240,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,1247,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,1177,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,1148,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,1176,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,1304,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,1250,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,1280,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,1271,
CICDBLAD,Malignant neoplasms of bladder,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,1359,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,783,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,781,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,793,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,821,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,826,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,825,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,767,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,796,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,793,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,751,
CICDSKIN,Malignant melanoma of skin,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,811,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,7142,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,7097,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,8052,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,9439,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,9327,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,10311,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,10870,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,11463,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,11928,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,11636,
CICDDMTA,Dementia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,10455,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,1191,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,1276,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,1385,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,1431,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,1428,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,1582,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,1810,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,1910,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,1889,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,1923,
CICDPARK,Parkinson's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,1792,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,1868,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,2053,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,2358,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,3050,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,3161,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,3496,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,3996,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,3997,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,4331,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,4114,
CICDALZH,Alzheimer's disease,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,3824,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,5053,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,4999,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,5416,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,3463,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,2899,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,3364,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,3130,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,3540,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,3715,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,3366,
CICDPNEU,Pneumonia,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,2726,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,58,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,69,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,71,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,127,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,83,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,122,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,134,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,160,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,171,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,183,
CICDASMA,Asthma,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,146,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,184,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,195,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,192,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,167,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,138,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,134,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,136,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,108,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,132,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,147,
CICDPEPT,Peptic ulcer,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,132,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,3912,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,3985,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,4387,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,4353,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,4572,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,5194,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,5675,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,5871,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,6631,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,6680,
CICDACCD,Accidents,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,7040,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2010,2010,113,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2011,2011,138,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2012,2012,142,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2013,2013,135,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2014,2014,136,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2015,2015,166,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2016,2016,187,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2017,2017,224,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2018,2018,196,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2019,2019,204,
CICDPOSN,Accidental poisoning,NBPOPUPC,Number of total deaths,NLD,Netherlands,2020,2020,238,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,28649,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,30290,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,30277,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,29636,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,31164,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,31796,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,31398,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,259,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,296,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,314,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,302,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,361,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,315,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,292,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,16,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,8,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,11,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,9,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,17,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,5,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,8,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,8476,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,8786,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,8791,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,8936,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,9128,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,9480,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,9388,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,1208,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,1191,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,1283,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,1252,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,1273,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,1267,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,1292,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,1650,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,1682,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,1628,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,1656,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,1679,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,1805,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,1758,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,58,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,58,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,61,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,62,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,68,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,62,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,80,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,990,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,1063,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,1063,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,1015,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,1063,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,1094,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,1105,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,774,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,835,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,807,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,793,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,791,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,838,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,844,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,924,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,1150,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,1306,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,1446,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,1560,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,1822,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,NZL,New Zealand,2016,2016,1748,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,NZL,New Zealand,2010,2010,1120,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,NZL,New Zealand,2011,2011,1297,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,NZL,New Zealand,2012,2012,1320,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,NZL,New Zealand,2013,2013,1220,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,NZL,New Zealand,2014,2014,1325,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,NZL,New Zealand,2015,2015,1399,
